"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.558687875E0,-6.999444580E-1,9.780661011E0,1.096170502E0
3.568746875E0,-6.842271423E-1,9.813592529E0,1.119222565E0
3.578833875E0,-6.695576477E-1,9.836943970E0,1.083596649E0
3.588861875E0,-6.762936401E-1,9.843679962E0,1.106648712E0
3.598919875E0,-6.683601379E-1,9.838291168E0,1.118623810E0
3.609006875E0,-6.747967529E-1,9.787995758E0,1.089284821E0
3.619063875E0,-7.140151978E-1,9.745633850E0,1.023272095E0
3.629090875E0,-6.785389709E-1,9.715247040E0,9.753717041E-1
3.639172875E0,-6.517446899E-1,9.751172333E0,1.045875092E0
3.649203875E0,-6.291416931E-1,9.732760620E0,1.120420074E0
3.659290875E0,-6.125262451E-1,9.726922760E0,1.098864899E0
3.669347875E0,-6.002517700E-1,9.717791748E0,1.016536102E0
3.679375875E0,-5.957611084E-1,9.759405212E0,9.581575012E-1
3.689459875E0,-5.912704468E-1,9.814041595E0,9.708810425E-1
3.699490875E0,-6.168672180E-1,9.870025177E0,1.014141083E0
3.709577875E0,-6.427633667E-1,9.845027161E0,1.117126923E0
3.719637875E0,-6.884184265E-1,9.864337006E0,1.221160583E0
3.729662875E0,-7.551795959E-1,9.805808716E0,1.251846771E0
3.739745875E0,-7.991880798E-1,9.809251556E0,1.289867706E0
3.749806875E0,-8.403524780E-1,9.874815216E0,1.280587006E0
3.759832875E0,-8.086184692E-1,9.880952454E0,1.317410431E0
3.769889875E0,-8.060737610E-1,9.895472260E0,1.272054749E0
3.779946875E0,-7.828720093E-1,9.959988098E0,1.233734436E0
3.790033875E0,-7.421566772E-1,9.948462067E0,1.143771515E0
3.800058875E0,-6.963519287E-1,9.935738525E0,1.139729919E0
3.810115875E0,-6.554869080E-1,9.945767670E0,1.100361786E0
3.820176875E0,-6.253994751E-1,9.873168640E0,1.065484314E0
3.830230875E0,-6.194119263E-1,9.817035370E0,1.050964508E0
3.840315875E0,-6.189628601E-1,9.787546692E0,1.068927155E0
3.850374875E0,-6.345304871E-1,9.735754395E0,1.090482330E0
3.860402875E0,-6.364764404E-1,9.717043304E0,1.116228790E0
3.870458875E0,-6.285429382E-1,9.711953888E0,1.177601166E0
3.880544875E0,-6.289920044E-1,9.725126495E0,1.233734436E0
3.890598875E0,-6.369255066E-1,9.753567352E0,1.256187744E0
3.900660875E0,-6.427633667E-1,9.777816925E0,1.238374786E0
3.910687875E0,-6.282435608E-1,9.800569611E0,1.213376770E0
3.920763875E0,-6.231541443E-1,9.871072998E0,1.150208130E0
