"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.454204687E0,6.265731994E-3,-6.517059356E-2,-2.368411794E-2
1.459168750E0,6.265731994E-3,-6.517059356E-2,-2.368411794E-2
1.464131250E0,5.080653355E-2,-1.985311955E-1,-2.731440216E-2
1.469095312E0,5.080653355E-2,-1.985311955E-1,-2.731440216E-2
1.474057812E0,8.620180935E-2,-2.780832946E-1,-2.363175713E-2
1.479021875E0,8.620180935E-2,-2.780832946E-1,-2.363175713E-2
1.483984375E0,9.848892689E-2,-3.336022198E-1,-2.719222941E-2
1.488946875E0,9.848892689E-2,-3.336022198E-1,-2.719222941E-2
1.493910937E0,9.463175386E-2,-3.177895546E-1,-1.485275198E-2
1.498873437E0,9.463175386E-2,-3.177895546E-1,-1.485275198E-2
1.503837500E0,8.538150787E-2,-2.845061123E-1,1.631882787E-2
1.508800000E0,8.538150787E-2,-2.845061123E-1,1.631882787E-2
1.513764062E0,7.625343651E-2,-2.362826765E-1,5.497787148E-2
1.518726562E0,7.625343651E-2,-2.362826765E-1,5.497787148E-2
1.523689062E0,6.644468755E-2,-2.025105506E-1,8.402015269E-2
1.528653125E0,6.644468755E-2,-2.025105506E-1,8.402015269E-2
1.533615625E0,5.684537441E-2,-1.707455665E-1,1.028173491E-1
1.538579687E0,5.684537441E-2,-1.707455665E-1,1.028173491E-1
1.543542187E0,4.928809777E-2,-1.920211166E-1,1.071108580E-1
1.548506250E0,4.928809777E-2,-1.920211166E-1,1.071108580E-1
1.553468750E0,4.302236438E-2,-2.282367051E-1,9.566149861E-2
1.558432812E0,4.302236438E-2,-2.282367051E-1,9.566149861E-2
1.563395312E0,3.476695716E-2,-2.186548412E-1,8.217009902E-2
1.568357812E0,3.476695716E-2,-2.186548412E-1,8.217009902E-2
1.573321875E0,2.986258268E-2,-2.109055817E-1,6.787585467E-2
1.578284375E0,2.986258268E-2,-2.109055817E-1,6.787585467E-2
1.583248437E0,2.921681106E-2,-1.975189149E-1,5.450663343E-2
1.588210937E0,2.921681106E-2,-1.975189149E-1,5.450663343E-2
1.593173437E0,2.785545401E-2,-1.845685691E-1,4.591961205E-2
1.598137500E0,2.785545401E-2,-1.845685691E-1,4.591961205E-2
1.603100000E0,2.783800103E-2,-2.111150324E-1,3.103195317E-2
1.608062500E0,2.783800103E-2,-2.111150324E-1,3.103195317E-2
1.613026562E0,3.530801088E-2,-2.172760367E-1,1.120501384E-2
1.617989062E0,3.530801088E-2,-2.172760367E-1,1.120501384E-2
1.622953125E0,5.038765445E-2,-2.366666496E-1,-1.171115879E-2
1.627915625E0,5.038765445E-2,-2.366666496E-1,-1.171115879E-2
1.632879687E0,7.428121567E-2,-2.719921172E-1,-2.843141370E-2
1.637842187E0,7.428121567E-2,-2.719921172E-1,-2.843141370E-2
1.642804687E0,1.003040746E-1,-3.170390427E-1,-3.804817796E-2
1.647768750E0,1.003040746E-1,-3.170390427E-1,-3.804817796E-2
1.652732812E0,1.163785532E-1,-3.460638821E-1,-4.024729133E-2
1.657695312E0,1.163785532E-1,-3.460638821E-1,-4.024729133E-2
1.662659375E0,1.233249679E-1,-3.870965838E-1,-3.993313387E-2
1.667621875E0,1.233249679E-1,-3.870965838E-1,-3.993313387E-2
1.672584375E0,1.202357337E-1,-3.900636435E-1,-3.693116829E-2
1.677546875E0,1.202357337E-1,-3.900636435E-1,-3.693116829E-2
1.682510937E0,1.133242249E-1,-3.844087720E-1,-3.300417587E-2
1.687473437E0,1.133242249E-1,-3.844087720E-1,-3.300417587E-2
1.692437500E0,1.069537774E-1,-3.386113346E-1,-9.250245057E-3
1.697401562E0,1.069537774E-1,-3.386113346E-1,-9.250245057E-3
