"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.162893458E0,-3.723622300E-3,-3.366014920E-3,-1.758785732E-2
3.172903458E0,2.716966905E-3,1.988266595E-3,-2.180577070E-2
3.182913458E0,-2.629105933E-3,1.049395371E-2,-2.298229188E-2
3.192942458E0,-8.041901514E-3,1.688775420E-2,-1.774116792E-2
3.202952458E0,-5.926200189E-3,1.050746068E-2,-1.447876729E-2
3.212942458E0,-2.771093510E-3,1.480391528E-2,-1.125676651E-2
3.222971458E0,-4.997950513E-3,2.654971927E-2,-6.005228963E-3
3.232981458E0,-8.269279264E-3,2.975298837E-2,-7.239039987E-4
3.242982458E0,-1.578943431E-2,2.866161056E-2,3.456852632E-3
3.252999458E0,-2.110907994E-2,2.542855777E-2,2.336537931E-3
3.263009458E0,-1.472574193E-2,9.473559447E-3,7.839187980E-3
3.273001458E0,-5.125416908E-3,-7.535555400E-3,1.232205983E-2
3.282996458E0,7.714255713E-3,-2.027432621E-2,1.254996099E-2
3.293006458E0,2.057011612E-2,-2.555461600E-2,9.534187615E-3
3.303030458E0,3.232140094E-2,-2.976189740E-2,9.702203795E-3
3.313040458E0,3.447351605E-2,-3.295598179E-2,8.673637174E-3
3.323050458E0,2.595619299E-2,-3.300818056E-2,6.428592373E-3
3.333063458E0,1.735367440E-2,-3.196673840E-2,1.165115274E-2
3.343049458E0,1.195640955E-2,-2.131153457E-2,1.472987048E-2
3.353059458E0,1.829046942E-2,-1.165890880E-2,1.903620362E-2
3.363088458E0,1.398812421E-2,-6.337246858E-3,2.108760551E-2
3.373079458E0,-1.924674492E-3,-5.382593255E-3,1.233829651E-2
3.383089458E0,-8.241337724E-3,-5.441578105E-3,4.787282087E-3
3.393118458E0,-9.258455597E-3,9.467086755E-3,-2.771700267E-3
3.403138458E0,-1.038439665E-2,3.827060014E-2,-3.993838560E-3
3.413148458E0,-8.266384713E-3,5.961316824E-2,-7.277783006E-3
3.423134458E0,-9.323810227E-3,5.640663952E-2,-7.275827695E-3
3.433135458E0,-1.570917666E-2,3.504227847E-2,-4.049230367E-3
3.443145458E0,-1.248755120E-2,8.395754732E-3,3.974496503E-4
3.453172458E0,2.955688688E-4,-2.351728454E-2,1.032781601E-2
3.463163458E0,1.093835942E-2,-3.518138826E-2,1.586071216E-2
3.473173458E0,6.665050983E-3,-2.453993075E-2,1.361673232E-2
3.483183458E0,4.473022651E-3,-1.280547958E-2,1.566637121E-2
3.493220458E0,-1.987309195E-3,-5.357740913E-3,1.875196770E-2
3.503230458E0,-4.169237800E-3,8.507472463E-3,1.972375624E-2
3.513209458E0,-4.143788014E-3,9.567882866E-3,1.758354530E-2
3.523217458E0,-4.124152008E-3,3.165670903E-3,1.761730947E-2
3.533227458E0,-1.047552563E-2,-4.348973278E-3,1.436851919E-2
3.543267458E0,-8.284541778E-3,-6.486498285E-3,1.013600640E-2
3.553275458E0,3.525504377E-3,-4.313019570E-3,3.868404077E-3
3.563285458E0,1.426603459E-2,-1.078078174E-3,-2.420917153E-3
3.573294458E0,1.749341376E-2,7.460809313E-3,-6.700601894E-3
3.583273458E0,1.642619446E-2,1.278747711E-2,-7.811251096E-3
3.593283458E0,8.937920444E-3,4.222483374E-3,-4.659133498E-3
3.603322458E0,-3.867855528E-3,-7.575296331E-3,-2.629237017E-3
3.613301458E0,-1.246384159E-2,-2.039964870E-2,4.804662894E-3
3.623311458E0,-1.572275162E-2,-1.720012352E-2,9.020713158E-3
3.633320458E0,-1.688063517E-2,-4.386301152E-3,1.322161593E-2
3.643359458E0,-6.224004086E-3,6.336644292E-3,1.223825011E-2
3.653369458E0,1.366906217E-4,1.491468400E-2,1.441351976E-2
3.663347458E0,2.230689162E-3,2.026866376E-2,1.655104384E-2
3.673387458E0,1.395287830E-2,1.927064359E-2,1.883893833E-2
3.683397458E0,1.500056777E-2,2.248134464E-2,1.990473643E-2
3.693375458E0,1.494204253E-2,2.676513232E-2,2.414680645E-2
3.703384458E0,2.777496167E-2,1.403074060E-2,2.543629333E-2
3.713394458E0,2.456532232E-2,2.286732662E-3,2.865871787E-2
3.723403458E0,1.596429944E-2,2.260873560E-3,3.388779610E-2
3.733442458E0,8.381550200E-3,1.291947160E-2,4.121667519E-2
3.743452458E0,-2.196610149E-4,3.208677471E-2,4.208033904E-2
3.753431458E0,-9.830187075E-3,4.696515575E-2,3.868902475E-2
