"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.464112500E0,-5.000433922E-1,9.616703987E0,9.187605381E-1
1.469076563E0,-5.191778541E-1,9.568848610E0,9.187605381E-1
1.474039063E0,-5.143990517E-1,9.619097710E0,8.732994199E-1
1.479003125E0,-4.976491928E-1,9.597559929E0,9.115875363E-1
1.483965625E0,-5.191778541E-1,9.614309311E0,8.637226820E-1
1.488928125E0,-4.856877327E-1,9.576031685E0,9.379045963E-1
1.493892188E0,-4.689379334E-1,9.530560493E0,9.259431362E-1
1.498854688E0,-3.851887584E-1,9.504242897E0,9.139720798E-1
1.503818750E0,-3.421122730E-1,9.537743568E0,8.948376179E-1
1.508781250E0,-1.817965209E-1,9.609530449E0,8.972222805E-1
1.513745313E0,-1.459026486E-1,9.619097710E0,9.331161380E-1
1.518707813E0,-1.171913818E-1,9.566453934E0,9.785868526E-1
1.523670313E0,-1.626524776E-1,9.544916153E0,1.057547569E0
1.528634375E0,-1.794023216E-1,9.530560493E0,1.256151438E0
1.533596875E0,-1.650466919E-1,9.621492386E0,1.229824781E0
1.538560938E0,-1.171913818E-1,9.643030167E0,1.277689695E0
1.543523438E0,-2.865380608E-2,9.664558411E0,1.222651720E0
1.548485938E0,8.620083332E-2,9.657385826E0,1.122152686E0
1.553450000E0,1.484021842E-1,9.645415306E0,1.138902545E0
1.558412500E0,1.340465695E-1,9.604742050E0,1.201113582E0
1.563376563E0,1.441309415E-2,9.643030167E0,1.366217613E0
1.568339063E0,-3.344221041E-2,9.748308182E0,1.524148822E0
1.573303125E0,-1.076145768E-1,9.846412659E0,1.564821482E0
1.578265625E0,-2.822955251E-1,9.875133514E0,1.607897997E0
1.583228125E0,-4.473996758E-1,9.927767754E0,1.607897997E0
1.588192188E0,-4.450055063E-1,9.930162430E0,1.629426599E0
1.593154688E0,-5.191778541E-1,9.949306488E0,1.653359175E0
1.598118750E0,-4.808993638E-1,9.911018372E0,1.454755306E0
1.603081250E0,-4.521880746E-1,9.903844833E0,1.299218416E0
1.608045313E0,-5.072164536E-1,9.870346069E0,1.100614548E0
1.613007813E0,-5.024375916E-1,9.915806770E0,9.187605381E-1
1.617971875E0,-5.598601103E-1,9.872738838E0,8.206557035E-1
1.622934375E0,-4.880723953E-1,9.889489174E0,7.751946449E-1
1.627896875E0,-4.713225365E-1,9.922988892E0,7.775887847E-1
