"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.473138000E0,-3.628454590E-1,9.852212219E0,5.451663208E-1
2.483211000E0,-2.838098145E-1,9.807754669E0,5.316943359E-1
2.493239000E0,-2.053729248E-1,9.779014435E0,5.207670593E-1
2.503305000E0,-2.838098145E-1,9.864486694E0,5.836363220E-1
2.513359000E0,-3.652404785E-1,9.796528015E0,6.209088135E-1
2.523418000E0,-4.257147217E-1,9.761650543E0,7.098239136E-1
2.533465000E0,-4.631369019E-1,9.780960388E0,7.743397522E-1
2.543518000E0,-4.342469788E-1,9.840835876E0,7.411088562E-1
2.553572000E0,-3.803590393E-1,9.873468018E0,6.719526672E-1
2.563625000E0,-4.324507141E-1,9.882000275E0,7.137158203E-1
2.573683000E0,-4.903802490E-1,9.880054321E0,6.565347290E-1
2.583731000E0,-5.032534790E-1,9.900112610E0,6.318360901E-1
2.593784000E0,-5.236111450E-1,9.927355957E0,5.971083069E-1
2.603837000E0,-5.273533630E-1,9.949509888E0,6.276448059E-1
2.613905000E0,-4.951702881E-1,9.930798798E0,6.478527832E-1
2.623932000E0,-4.679269409E-1,9.895921326E0,6.659651184E-1
2.634000000E0,-3.715274048E-1,9.852212219E0,6.189628601E-1
2.644059000E0,-2.808160400E-1,9.810898132E0,5.938151550E-1
2.654108000E0,-2.543211365E-1,9.783205719E0,5.339396667E-1
2.664162000E0,-2.987786865E-1,9.870025177E0,5.402265930E-1
2.674214000E0,-4.071533203E-1,9.884994049E0,5.908213806E-1
2.684270000E0,-4.763095093E-1,9.924811249E0,6.505471802E-1
2.694324000E0,-5.057981873E-1,9.929451599E0,7.077282715E-1
2.704379000E0,-5.111869812E-1,9.901459808E0,6.987469482E-1
2.714431000E0,-4.716691589E-1,9.861193542E0,7.140151978E-1
2.724493000E0,-4.909790039E-1,9.809101868E0,6.828799438E-1
2.734541000E0,-4.152365112E-1,9.848769379E0,6.730004883E-1
2.744594000E0,-3.848497009E-1,9.893675995E0,6.215075684E-1
2.754649000E0,-3.933819580E-1,9.918823700E0,5.292993164E-1
2.764686000E0,-4.191284180E-1,9.886341248E0,5.439688110E-1
2.774762000E0,-4.296066284E-1,9.889185333E0,6.144721985E-1
2.784797000E0,-4.074526978E-1,9.864337006E0,6.313870239E-1
2.794844000E0,-3.284170532E-1,9.839488678E0,6.468049622E-1
2.804915000E0,-2.884501648E-1,9.828262024E0,6.554869080E-1
2.814963000E0,-2.636018372E-1,9.829609222E0,6.288423157E-1
2.825037000E0,-2.751278687E-1,9.817035370E0,6.024971008E-1
2.835080000E0,-3.236270142E-1,9.829010468E0,6.174659729E-1
2.845128000E0,-4.144880676E-1,9.865983582E0,6.120771790E-1
2.855177000E0,-4.561015320E-1,9.851763153E0,5.828878784E-1
2.865241000E0,-4.418811035E-1,9.862091675E0,6.071374512E-1
2.875289000E0,-4.090992737E-1,9.861642609E0,6.110293579E-1
2.885335000E0,-3.394940186E-1,9.880204010E0,5.938151550E-1
2.895403000E0,-3.772155762E-1,9.901010742E0,6.038442993E-1
2.905466000E0,-3.626957703E-1,9.953252106E0,5.691165161E-1
2.915495000E0,-3.851490784E-1,9.946216736E0,5.421725464E-1
2.925568000E0,-4.138893127E-1,9.925110626E0,5.602848816E-1
2.935609000E0,-4.522096252E-1,9.834698639E0,5.643264771E-1
2.945656000E0,-4.510121155E-1,9.763297119E0,6.198609924E-1
2.955710000E0,-4.026626587E-1,9.817484436E0,6.673123169E-1
2.965770000E0,-3.543132019E-1,9.849218445E0,6.807843018E-1
2.975818000E0,-2.806663513E-1,9.814490662E0,6.533912659E-1
2.985894000E0,-2.595602417E-1,9.815837860E0,6.183641052E-1
2.995946000E0,-2.778222656E-1,9.897867279E0,6.367758179E-1
3.005976000E0,-3.275189209E-1,9.923763428E0,6.114784241E-1
3.016036000E0,-4.571493530E-1,9.878707123E0,6.656657410E-1
3.026106000E0,-5.321434021E-1,9.839338989E0,6.975494385E-1
3.036147000E0,-4.896318054E-1,9.812095642E0,7.042854309E-1
3.046203000E0,-4.272116089E-1,9.818681946E0,6.688092041E-1
3.056258000E0,-3.146456909E-1,9.861792297E0,5.870791626E-1
3.066300000E0,-2.305206299E-1,9.891430664E0,5.433700562E-1
3.076368000E0,-2.616558838E-1,9.932445374E0,5.391787720E-1
3.086415000E0,-3.017724609E-1,9.937684479E0,5.490582275E-1
3.096463000E0,-3.647914124E-1,9.930499420E0,5.411247253E-1
3.106540000E0,-4.363426208E-1,9.882449341E0,5.520520020E-1
3.116570000E0,-4.802014160E-1,9.805509338E0,5.706134033E-1
3.126622000E0,-4.779560852E-1,9.782906342E0,5.776487732E-1
3.136678000E0,-4.549040222E-1,9.758806458E0,5.590873718E-1
3.146737000E0,-3.864962769E-1,9.803114319E0,5.547463989E-1
3.156786000E0,-3.421884155E-1,9.876162415E0,5.679190063E-1
3.166846000E0,-3.258723450E-1,9.927206268E0,5.727090454E-1
3.176894000E0,-3.028202820E-1,9.913883972E0,5.761518860E-1
3.186960000E0,-3.450325012E-1,9.898915100E0,6.141728210E-1
3.197007000E0,-3.652404785E-1,9.880204010E0,6.376739502E-1
3.207060000E0,-3.751199341E-1,9.858050079E0,5.783972168E-1
3.217116000E0,-3.646417236E-1,9.793833618E0,5.774990845E-1
3.227176000E0,-3.861968994E-1,9.801018677E0,5.984555054E-1
3.237227000E0,-3.803590393E-1,9.839039612E0,6.231541443E-1
3.247266000E0,-3.469784546E-1,9.861642609E0,5.905220032E-1
3.257349000E0,-3.053649902E-1,9.899962921E0,5.797444153E-1
3.267378000E0,-3.049159241E-1,9.880952454E0,5.974076843E-1
3.277449000E0,-2.646496582E-1,9.880204010E0,5.472619629E-1
3.287488000E0,-2.734812927E-1,9.869875488E0,5.637277222E-1
3.297560000E0,-3.095562744E-1,9.841135254E0,5.580395508E-1
3.307601000E0,-3.839515686E-1,9.840087433E0,6.179150391E-1
3.317669000E0,-4.607418823E-1,9.823172607E0,6.493496704E-1
3.327712000E0,-5.028044128E-1,9.840985565E0,6.761439514E-1
3.337765000E0,-5.297483826E-1,9.849517822E0,6.411167908E-1
3.347834000E0,-3.908372498E-1,9.873767395E0,6.824308777E-1
3.357880000E0,-3.076103210E-1,9.895172882E0,5.592370605E-1
3.367914000E0,-2.507286072E-1,9.839189301E0,5.788462830E-1
3.377971000E0,-3.014730835E-1,9.746232605E0,5.671705627E-1
3.388031000E0,-3.156935120E-1,9.763746185E0,5.671705627E-1
3.398107000E0,-3.318598938E-1,9.809101868E0,5.716612244E-1
3.408149000E0,-3.312611389E-1,9.875264282E0,5.502557373E-1
3.418212000E0,-2.707868958E-1,9.849667511E0,5.535488892E-1
3.428249000E0,-2.832110596E-1,9.845925293E0,5.221142578E-1
3.438307000E0,-3.126997375E-1,9.891131287E0,5.384303284E-1
3.448367000E0,-4.138893127E-1,9.872719574E0,5.926176453E-1
3.458418000E0,-4.885839844E-1,9.860894165E0,6.288423157E-1
3.468482000E0,-4.391867065E-1,9.902058563E0,6.556365967E-1
3.478529000E0,-3.835025024E-1,9.958491211E0,6.394702148E-1
3.488565000E0,-3.445834351E-1,9.964628448E0,6.477030945E-1
3.498641000E0,-3.526666260E-1,9.882149963E0,6.222560120E-1
3.508681000E0,-3.451821899E-1,9.855804749E0,6.599775696E-1
3.518725000E0,-3.387455750E-1,9.865983582E0,6.454577637E-1
3.528792000E0,-2.832110596E-1,9.881700897E0,6.119274902E-1
3.538834000E0,-2.643502808E-1,9.895472260E0,6.132746887E-1
3.548885000E0,-2.803669739E-1,9.877958679E0,6.098318481E-1
3.558943000E0,-3.318598938E-1,9.864935760E0,5.882766724E-1
3.569014000E0,-3.321592712E-1,9.877958679E0,5.677693176E-1
3.579074000E0,-3.649411011E-1,9.866732025E0,5.662724304E-1
3.589125000E0,-3.887416077E-1,9.840237122E0,6.222560120E-1
3.599165000E0,-3.369493103E-1,9.875563660E0,6.677613831E-1
3.609236000E0,-2.576142883E-1,9.886041870E0,6.557862854E-1
3.619277000E0,-1.986369324E-1,9.855505371E0,6.044430542E-1
3.629345000E0,-2.317181396E-1,9.827812958E0,6.313870239E-1
3.639398000E0,-2.911445618E-1,9.843230896E0,6.743476868E-1
3.649428000E0,-3.094065857E-1,9.862091675E0,6.617738342E-1
3.659476000E0,-3.535647583E-1,9.874815216E0,6.360273743E-1
3.669561000E0,-3.820056152E-1,9.924661560E0,6.942562866E-1
3.679604000E0,-4.179309082E-1,9.893825684E0,7.156617737E-1
3.689637000E0,-4.284091187E-1,9.885892181E0,7.412585449E-1
3.699722000E0,-4.070036316E-1,9.854307861E0,7.394622803E-1
3.709761000E0,-3.766168213E-1,9.830058289E0,6.599775696E-1
3.719798000E0,-3.607498169E-1,9.805659027E0,5.891748047E-1
3.729881000E0,-3.336561584E-1,9.845775604E0,5.664221191E-1
3.739962375E0,-3.650907898E-1,9.862241364E0,5.809419250E-1
3.750019375E0,-3.950285339E-1,9.804760895E0,5.981561279E-1
3.760072375E0,-3.873944092E-1,9.833800507E0,6.433621216E-1
3.770122375E0,-3.357518005E-1,9.807904358E0,6.071374512E-1
3.780177375E0,-2.378553772E-1,9.817185059E0,5.734574890E-1
3.790205375E0,-2.188449097E-1,9.830207977E0,5.192701721E-1
3.800274375E0,-2.207908630E-1,9.873767395E0,5.138813782E-1
3.810312375E0,-2.697390747E-1,9.873018951E0,5.586383057E-1
3.820397375E0,-3.583547974E-1,9.867181091E0,6.197113037E-1
3.830425375E0,-4.207749939E-1,9.865983582E0,6.590794373E-1
3.840473375E0,-3.858975220E-1,9.806856537E0,6.863227844E-1
3.850556375E0,-3.628454590E-1,9.782606964E0,6.691085815E-1
3.860606375E0,-3.107537842E-1,9.839788055E0,6.574328613E-1
3.870632375E0,-2.796185303E-1,9.887838135E0,6.059399414E-1
3.880711375E0,-2.969824219E-1,9.935888214E0,5.773493958E-1
3.890767375E0,-3.709286499E-1,9.954898682E0,5.887257385E-1
3.900791375E0,-4.333488464E-1,9.952204285E0,6.177653503E-1
3.910850375E0,-4.692741394E-1,9.918374634E0,6.318360901E-1
