"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.593492375E0,1.251004171E-2,2.184533142E-2,2.384830825E-2
3.603509375E0,1.043460798E-2,2.714776434E-2,1.738398150E-2
3.613541375E0,1.922656549E-3,3.455830738E-2,1.296344399E-2
3.623551375E0,9.282331448E-4,2.919843607E-2,7.635523565E-3
3.633544375E0,-2.200827934E-3,2.382765152E-2,2.279587090E-3
3.643541375E0,-2.213124884E-3,1.530205179E-2,5.528156646E-3
3.653551375E0,3.149149241E-3,-3.870847868E-3,7.828328758E-3
3.663567375E0,7.613087073E-3,-2.181551978E-2,5.630929023E-3
3.673600375E0,1.278332929E-4,-2.185066231E-2,6.602815352E-3
3.683610375E0,-6.243512034E-3,-2.616018988E-2,4.406240303E-3
3.693596375E0,-1.053311955E-2,-2.830906026E-2,6.496641319E-3
3.703605375E0,-1.698891260E-2,-2.299555391E-2,9.591772221E-3
3.713615375E0,-1.914820261E-2,-1.340258121E-2,9.516670369E-3
3.723626375E0,-1.704239659E-2,-1.124948822E-2,1.166919526E-2
3.733658375E0,-1.172539964E-2,-6.949012633E-3,1.278388873E-2
3.743668375E0,-5.322093610E-3,-5.848327186E-3,1.286005508E-2
