"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.220937500E0,6.248278543E-2,-1.230631620E-1,1.226966456E-2
1.225901563E0,6.248278543E-2,-1.230631620E-1,1.226966456E-2
1.230864063E0,4.482005537E-2,-4.073598608E-2,5.595525727E-2
1.235828125E0,4.482005537E-2,-4.073598608E-2,5.595525727E-2
1.240792188E0,3.583160788E-2,-3.804817796E-3,8.813912421E-2
1.245754688E0,3.583160788E-2,-3.804817796E-3,8.813912421E-2
1.250718750E0,3.255039081E-2,5.256931856E-2,1.069712266E-1
1.255681250E0,3.255039081E-2,5.256931856E-2,1.069712266E-1
1.260643750E0,3.008947708E-2,3.181735054E-2,9.491100162E-2
1.265606250E0,3.008947708E-2,3.181735054E-2,9.491100162E-2
1.270570313E0,2.652900480E-2,-1.879719645E-2,7.401940972E-2
1.275532813E0,2.652900480E-2,-1.879719645E-2,7.401940972E-2
1.280496875E0,2.296853252E-2,-9.920451790E-2,5.105087906E-2
1.285459375E0,2.296853252E-2,-9.920451790E-2,5.105087906E-2
1.290421875E0,1.879719645E-2,-1.393645406E-1,3.679154068E-2
1.295385938E0,1.879719645E-2,-1.393645406E-1,3.679154068E-2
1.300348438E0,1.701696031E-2,-1.750914305E-1,2.508038096E-2
1.305312500E0,1.701696031E-2,-1.750914305E-1,2.508038096E-2
1.310275000E0,1.687733456E-2,-1.814618856E-1,1.624901593E-2
1.315239063E0,1.687733456E-2,-1.814618856E-1,1.624901593E-2
1.320201563E0,1.534144394E-2,-1.746900082E-1,1.197295822E-2
1.325164063E0,1.534144394E-2,-1.746900082E-1,1.197295822E-2
1.330128125E0,1.509709843E-2,-1.151742786E-1,1.937315427E-2
1.335090625E0,1.509709843E-2,-1.151742786E-1,1.937315427E-2
1.340054688E0,1.572541706E-2,-1.227664575E-1,1.954768784E-2
1.345018750E0,1.572541706E-2,-1.227664575E-1,1.954768784E-2
1.349981250E0,1.710422710E-2,-1.538507789E-1,1.425934024E-2
1.354943750E0,1.710422710E-2,-1.538507789E-1,1.425934024E-2
1.359906250E0,1.830850355E-2,-2.008524835E-1,4.118977115E-3
1.364870313E0,1.830850355E-2,-2.008524835E-1,4.118977115E-3
1.369832813E0,1.733111963E-2,-1.969604045E-1,2.879793290E-3
1.374795313E0,1.733111963E-2,-1.969604045E-1,2.879793290E-3
1.379759375E0,1.527163107E-2,-1.967684180E-1,-1.535889693E-3
1.384721875E0,1.527163107E-2,-1.967684180E-1,-1.535889693E-3
1.389685938E0,1.223475765E-2,-1.896998286E-1,-6.492624991E-3
1.394648438E0,1.223475765E-2,-1.896998286E-1,-6.492624991E-3
1.399612500E0,1.331686229E-2,-1.875705272E-1,-9.983283468E-3
1.404575000E0,1.331686229E-2,-1.875705272E-1,-9.983283468E-3
1.409539063E0,1.610938832E-2,-2.154085338E-1,-1.598721556E-2
1.414501563E0,1.610938832E-2,-2.154085338E-1,-1.598721556E-2
1.419464063E0,1.879719645E-2,-2.231403440E-1,-2.366666496E-2
1.424428125E0,1.879719645E-2,-2.231403440E-1,-2.366666496E-2
